"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","cb_coefficient","cv_coefficient","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_landfill_gas","conversion_factor_sec_elec","conversion_factor_sec_heat_low","ef_pri_landfill_gas_emi_co2_f_pow"
1,"AT",2020,"pow_combustion_ic_chp_biogas_01",5.65,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
2,"AT",2021,"pow_combustion_ic_chp_biogas_01",5.65,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
3,"AT",2024,"pow_combustion_ic_chp_biogas_01",0.421,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
4,"AT",2027,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
5,"AT",2030,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
6,"AT",2035,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
7,"AT",2040,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
8,"AT",2045,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
9,"AT",2050,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
10,"AT",2060,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
11,"AT",2070,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
12,"BE",2020,"pow_combustion_ic_chp_biogas_01",6.908,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
13,"BE",2021,"pow_combustion_ic_chp_biogas_01",6.908,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
14,"BE",2024,"pow_combustion_ic_chp_biogas_01",5.345,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
15,"BE",2027,"pow_combustion_ic_chp_biogas_01",2.01,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
16,"BE",2030,"pow_combustion_ic_chp_biogas_01",0.442,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
17,"BE",2035,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
18,"BE",2040,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
19,"BE",2045,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
20,"BE",2050,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
21,"BE",2060,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
22,"BE",2070,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
23,"CH",2020,"pow_combustion_ic_chp_biogas_01",0.165,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
24,"CH",2021,"pow_combustion_ic_chp_biogas_01",0.165,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
25,"CH",2024,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
26,"CH",2027,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
27,"CH",2030,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
28,"CH",2035,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
29,"CH",2040,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
30,"CH",2045,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
31,"CH",2050,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
32,"CH",2060,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
33,"CH",2070,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
34,"CZ",2020,"pow_combustion_ic_chp_biogas_01",1.571,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
35,"CZ",2021,"pow_combustion_ic_chp_biogas_01",1.571,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
36,"CZ",2024,"pow_combustion_ic_chp_biogas_01",1.571,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
37,"CZ",2027,"pow_combustion_ic_chp_biogas_01",1.571,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
38,"CZ",2030,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
39,"CZ",2035,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
40,"CZ",2040,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
41,"CZ",2045,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
42,"CZ",2050,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
43,"CZ",2060,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
44,"CZ",2070,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
45,"DE",2020,"pow_combustion_gt_chp_biogas_01",0.369,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,1.0,1.0,"global_emission_factors.pri_landfill_gas"
46,"DE",2021,"pow_combustion_gt_chp_biogas_01",0.369,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,1.0,1.0,"global_emission_factors.pri_landfill_gas"
47,"DE",2024,"pow_combustion_gt_chp_biogas_01",0.039,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,1.0,1.0,"global_emission_factors.pri_landfill_gas"
48,"DE",2027,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
49,"DE",2030,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
50,"DE",2035,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
51,"DE",2040,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
52,"DE",2045,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
53,"DE",2050,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
54,"DE",2060,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
55,"DE",2070,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
56,"DE",2020,"pow_combustion_ic_chp_biogas_01",44.0609,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
57,"DE",2021,"pow_combustion_ic_chp_biogas_01",43.7899,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
58,"DE",2024,"pow_combustion_ic_chp_biogas_01",31.1439,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
59,"DE",2027,"pow_combustion_ic_chp_biogas_01",29.4329,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
60,"DE",2030,"pow_combustion_ic_chp_biogas_01",11.1459,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
61,"DE",2035,"pow_combustion_ic_chp_biogas_01",5.8004,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
62,"DE",2040,"pow_combustion_ic_chp_biogas_01",3.5244,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
63,"DE",2045,"pow_combustion_ic_chp_biogas_01",3.3684,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
64,"DE",2050,"pow_combustion_ic_chp_biogas_01",0.429,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
65,"DE",2060,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
66,"DE",2070,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
67,"DK",2020,"pow_combustion_ic_chp_biogas_01",7.907,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
68,"DK",2021,"pow_combustion_ic_chp_biogas_01",7.907,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
69,"DK",2024,"pow_combustion_ic_chp_biogas_01",0.68,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
70,"DK",2027,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
71,"DK",2030,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
72,"DK",2035,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
73,"DK",2040,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
74,"DK",2045,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
75,"DK",2050,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
76,"DK",2060,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
77,"DK",2070,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
78,"ES",2020,"pow_combustion_gt_chp_biogas_01",5.5,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.pri_landfill_gas"
79,"ES",2021,"pow_combustion_gt_chp_biogas_01",5.5,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.pri_landfill_gas"
80,"ES",2024,"pow_combustion_gt_chp_biogas_01",5.5,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.pri_landfill_gas"
81,"ES",2027,"pow_combustion_gt_chp_biogas_01",5.5,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.pri_landfill_gas"
82,"ES",2030,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
83,"ES",2035,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
84,"ES",2040,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
85,"ES",2045,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
86,"ES",2050,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
87,"ES",2060,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
88,"ES",2070,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
89,"ES",2020,"pow_combustion_ic_chp_biogas_01",35.92,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
90,"ES",2021,"pow_combustion_ic_chp_biogas_01",35.92,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
91,"ES",2024,"pow_combustion_ic_chp_biogas_01",17.429,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
92,"ES",2027,"pow_combustion_ic_chp_biogas_01",14.454,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
93,"ES",2030,"pow_combustion_ic_chp_biogas_01",1.255,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
94,"ES",2035,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
95,"ES",2040,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
96,"ES",2045,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
97,"ES",2050,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
