"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","cb_coefficient","cv_coefficient","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_landfill_gas","conversion_factor_sec_elec","conversion_factor_sec_heat_low","ef_pri_landfill_gas_emi_co2_f_pow"
197,"IT",2060,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
198,"IT",2070,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
199,"IT",2020,"pow_combustion_ic_chp_biogas_01",10.151,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
200,"IT",2021,"pow_combustion_ic_chp_biogas_01",10.151,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
201,"IT",2024,"pow_combustion_ic_chp_biogas_01",8.65,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
202,"IT",2027,"pow_combustion_ic_chp_biogas_01",3.2,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
203,"IT",2030,"pow_combustion_ic_chp_biogas_01",0.65,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
204,"IT",2035,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
205,"IT",2040,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
206,"IT",2045,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
207,"IT",2050,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
208,"IT",2060,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
209,"IT",2070,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
210,"LV",2020,"pow_combustion_ic_chp_biogas_01",5.03,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
211,"LV",2021,"pow_combustion_ic_chp_biogas_01",5.03,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
212,"LV",2024,"pow_combustion_ic_chp_biogas_01",5.03,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
213,"LV",2027,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
214,"LV",2030,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
215,"LV",2035,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
216,"LV",2040,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
217,"LV",2045,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
218,"LV",2050,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
219,"LV",2060,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
220,"LV",2070,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
221,"NL",2020,"pow_combustion_ic_chp_biogas_01",7.9,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
222,"NL",2021,"pow_combustion_ic_chp_biogas_01",7.9,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
223,"NL",2024,"pow_combustion_ic_chp_biogas_01",4.225,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
224,"NL",2027,"pow_combustion_ic_chp_biogas_01",0.625,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
225,"NL",2030,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
226,"NL",2035,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
227,"NL",2040,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
228,"NL",2045,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
229,"NL",2050,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
230,"NL",2060,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
231,"NL",2070,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
232,"PL",2020,"pow_combustion_ic_chp_biogas_01",3.635,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
233,"PL",2021,"pow_combustion_ic_chp_biogas_01",3.635,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
234,"PL",2024,"pow_combustion_ic_chp_biogas_01",2.477,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
235,"PL",2027,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
236,"PL",2030,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
237,"PL",2035,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
238,"PL",2040,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
239,"PL",2045,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
240,"PL",2050,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
241,"PL",2060,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
242,"PL",2070,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
243,"PT",2020,"pow_combustion_gt_chp_biogas_01",7.2,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.pri_landfill_gas"
244,"PT",2021,"pow_combustion_gt_chp_biogas_01",7.2,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.pri_landfill_gas"
245,"PT",2024,"pow_combustion_gt_chp_biogas_01",7.2,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.pri_landfill_gas"
246,"PT",2027,"pow_combustion_gt_chp_biogas_01",7.2,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.pri_landfill_gas"
247,"PT",2030,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
248,"PT",2035,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
249,"PT",2040,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
250,"PT",2045,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
251,"PT",2050,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
252,"PT",2060,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
253,"PT",2070,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
254,"PT",2020,"pow_combustion_ic_chp_biogas_01",1.706,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
255,"PT",2021,"pow_combustion_ic_chp_biogas_01",1.706,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
256,"PT",2024,"pow_combustion_ic_chp_biogas_01",1.706,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
257,"PT",2027,"pow_combustion_ic_chp_biogas_01",1.706,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
258,"PT",2030,"pow_combustion_ic_chp_biogas_01",1.706,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
259,"PT",2035,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
260,"PT",2040,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
261,"PT",2045,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
262,"PT",2050,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
263,"PT",2060,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
264,"PT",2070,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
265,"RO",2020,"pow_combustion_ic_chp_biogas_01",1.85,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
266,"RO",2021,"pow_combustion_ic_chp_biogas_01",1.85,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
267,"RO",2024,"pow_combustion_ic_chp_biogas_01",1.85,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
268,"RO",2027,"pow_combustion_ic_chp_biogas_01",1.85,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
269,"RO",2030,"pow_combustion_ic_chp_biogas_01",1.85,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
270,"RO",2035,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
271,"RO",2040,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
272,"RO",2045,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
273,"RO",2050,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
274,"RO",2060,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
275,"RO",2070,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
276,"SE",2020,"pow_combustion_ic_chp_biogas_01",0.422,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
277,"SE",2021,"pow_combustion_ic_chp_biogas_01",0.422,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
278,"SE",2024,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
279,"SE",2027,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
280,"SE",2030,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
281,"SE",2035,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
282,"SE",2040,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
283,"SE",2045,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
284,"SE",2050,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
285,"SE",2060,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
286,"SE",2070,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
287,"SI",2020,"pow_combustion_ic_chp_biogas_01",1.196,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
288,"SI",2021,"pow_combustion_ic_chp_biogas_01",1.196,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
289,"SI",2024,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
290,"SI",2027,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
291,"SI",2030,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
292,"SI",2035,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
293,"SI",2040,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
294,"SI",2045,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
295,"SI",2050,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
296,"SI",2060,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
297,"SI",2070,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
